AREA_NM,EXPRN_GOODS_CD,EXPRN_GOODS_NM,EXPRN_GOODS_ADDR,EXPRN_GOODS_RNEWL_DE
서울 강남구,39844,[서울 강남] 캠프VR 강남점,서울 강남구 강남대로94길 9,20240131
서울 강남구,40177,[서울 강남] 레츠팟 멀티플레이 존 : 논현점,서울 강남구 학동로2길 56,20240131
서울 강남구,41985,[서울 강남] 헤븐리 29 : 힐링카페,서울 강남구 삼성로85길 26,20240131
서울 강남구,42336,[서울/압구정] 조이 룸 보드카페,서울 강남구 선릉로157길 14-7,20240131
서울 강남구,42437,[서울 강남] 심리상담분석카페 카페멘토 : 강남점,서울 강남구 강남대로96길 17,20240131
서울 강남구,44862,[강남] VR스테이션 커플권 (최저가),서울 강남구 강남대로 364,20240131
서울 강남구,44888,[서울 강남] 강남 VR스테이션,서울 강남구 강남대로 364,20240131
서울 강남구,45124,[전국 9개지점] 이스케이프탑 방탈출 ★핫딜,"서울 강남구 봉은사로18길 80, 이스케이프탑",20240131
서울 강남구,45404,[서울 강남] 이스케이프탑 : 방탈출,서울 강남구 봉은사로18길 80,20240131
서울 강남구,46150,[서울 강남] 강남 VR스테이션,서울 강남구 강남대로 364,20240131
서울 강남구,46308,[서울 강남] 콩VR 테마파크,서울 강남구 강남대로94길 10,20240131
서울 강남구,47156,★방탈출특가★ CSI : VR 방탈출 카페 선릉점,서울 강남구 테헤란로64길 24,20240131
서울 강남구,47965,[서울 강남] 이스케이프탑 방탈출 강남점 ★야놀자 단독특가,서울 강남구 봉은사로18길 80,20240131
서울 강남구,48273,[전국 7개 지점] 이스케이프탑 방탈출 특가,서울 강남구 봉은사로18길 80,20240131
서울 강남구,48276,[서울 강남] 캠프VR 강남점,서울 강남구 강남대로94길 9,20240131
서울 강남구,49425,[서울 강남] 캠프VR : VR체험,서울 강남구 강남대로94길 9,20240131
서울 강남구,49437,[서울 강남] 뽀로로파크 코엑스몰점,서울 강남구 영동대로 513,20240131
서울 강남구,50302,[서울 강남] 캠프VR 강남점,서울 강남구 강남대로94길 9,20240131
서울 강남구,51857,[서울 강남]  더메이즈 방탈출카페,서울 강남구 봉은사로18길 76,20240131
서울 강남구,52081,[서울 강남] 라스트이스케이프 방탈출카페,서울 강남구 강남대로98길 20,20240131
서울 강남구,52550,★방탈출특가★ 라스트이스케이프 방탈출카페 - 강남점,서울 강남구 강남대로98길 20,20240131
서울 강남구,52552,★방탈출특가★ 더메이즈 방탈출카페- 강남점,서울 강남구 봉은사로18길 76,20240131
서울 강남구,53924,★방탈출특가[전국7개지점]이스케이프탑 방탈출,서울 강남구 봉은사로18길 80,20240131
서울 강남구,58394,[야놀자특가]  CSI : 방탈출 카페 - 대치선릉점,서울 강남구 테헤란로64길 24,20240131
서울 강동,10003260,[서울 강동] 아이와 어른 모두 즐길 수 있는 판타지보이 롤러스케이트클럽,대한민국 서울특별시 강동구 올림픽로 664,20240131
서울 강동구,32725,[서울 강동] PSR 레이싱 : 성내본점,서울 강동구 성안로 10,20240131
서울 강동구,40178,[서울 강동] 렛츠팟 멀티플레이 존 : 천호점,서울 강동구 올림픽로70길 61,20240131
서울 강동구,41659,[서울 강동] 미스터힐링 : 힐링카페,서울 강동구 양재대로 1399,20240131
서울 강동구,64466,[서울] 힐링카페&데이트 미스터힐링 강동성내점,서울 강동구 양재대로 1399,20240131
서울 강북구,32608,[서울 수유] 주토피아 : 동물카페,서울 강북구 노해로 117,20240131
서울 강북구,37783,[서울 수유] 화이트힐링 : 카페,서울 강북구 도봉로 332,20240131
서울 강북구,45982,[서울 강북] 곤충파충류 체험전 희귀곤충 등 다양한 동물,서울 강북구 월계로 173,20240131
서울 강북구,46691,[서울 수유] 서울 실내 동물원 주토피아 특가,서울 강북구 노해로 117,20240131
서울 강서구,38909,[서울 영등포] 수제 맥주 투어 비플랫★가을여행주간,서울 강서구 마곡중앙6로 63,20240131
서울 강서구,41671,[서울 강서] 미스터힐링 : 힐링카페 마곡발산역점,서울 강서구 마곡중앙6로 93,20240131
서울 강서구,42094,[서울 강서] 코코몽 키즈랜드 강서점,서울 강서구 강서로56길 17,20240131
서울 강서구,43555,[서울 강서] 코코몽 키즈랜드 강서점 5월,서울 강서구 강서로56길 17,20240131
서울 강서구,45231,[서울 강서] 코코몽 키즈랜드 강서점 5월,서울 강서구 강서로56길 17,20240131
서울 강서구,49471,[서울 강서] 타요키즈카페 우장산역점,서울 강서구 강서로 242,20240131
서울 강서구,49475,[서울 동작] 타요키즈카페 보라매점,서울 강서구 강서로 242,20240131
서울 강서구,51653,[오늘이 마지막!]★전국 플레이타임 키즈카페 28개점,서울 강서구 하늘길 38,20240131
서울 강서구,51827,[전국] 플레이타임 키즈카페 17개점,서울 강서구 하늘길 38,20240131
서울 강서구,64516,[서울] 힐링카페&데이트 미스터힐링 마곡발산역점,서울 강서구 마곡중앙6로 93,20240131
서울 강서구,78703,[★] 전국 플레이타임/챔피언 키즈카페 25개점,서울 강서구 하늘길 38,20240131
서울 강서구,78953,[야놀자라이브특가★] 전국 플레이타임 키즈카페 17개점,서울 강서구 하늘길 38,20240131
서울 강서구,78954,[특가★] 전국 플레이타임 키즈카페 17개점,서울 강서구 하늘길 38,20240131
서울 강서구,84172,[전국] 플레이타임 키즈카페 16개점 특가,서울 강서구 하늘길 38,20240131
서울 건대,10035555,[서울 건대] 반지만들기 카페,대한민국 서울특별시 광진구 동일로20길 89,20240131
서울 관악구,23239,[서울 신림] 러브낚시카페 신림본점,서울 관악구 봉천동 892-23,20240131
서울 관악구,42745,[서울 관악] 캠프VR 신림점,서울 관악구 신림로 340,20240131
서울 관악구,48335,[서울 관악] 캠프VR : VR체험,서울 관악구 신림로 340,20240131
서울 관악구,50498,[서울 관악] 캠프VR 신림점,서울 관악구 신림로 340,20240131
서울 관악구,53301,[서울 관악] 셜록홈즈 방탈출 신림1호점,서울 관악구 남부순환로176길 8,20240131
서울 관악구,65978,[서울 신림] 이색데이트 러브낚시카페,서울 관악구 봉천로 421,20240131
서울 관악구,88876,[서울 신림] 이색데이트 러브낚시카페,서울 관악구 봉천로 421,20240131
서울 광진구,37568,[서울 광진] 몬스터VR : VR체험,서울 광진구 능동로 90,20240131
서울 광진구,38662,[서울 광진] bad vr 건대점,서울 광진구 아차산로 221,20240131
서울 광진구,40141,[서울 광진] 건대 더 박스 : 방탈출,서울 광진구 광나루로 369,20240131
서울 광진구,40227,[서울 광진] 위 vr,서울 광진구 능동로 131,20240131
서울 광진구,40288,[서울 광진] 방탈출 케이이스케이프,서울 광진구 광나루로14길 8,20240131
서울 광진구,41698,[서울 광진] 미스터힐링 건대점,서울 광진구 능동로 111,20240131
서울 광진구,42438,[서울 광진] 심리상담분석카페 카페멘토 : 건대점,서울 광진구 동일로20길 64,20240131
서울 광진구,46848,[서울 광진] 1+1특가★방탈출 카페 더 박스 건대점,서울 광진구 광나루로 369,20240131
서울 광진구,47491,[서울 광진] 방탈출 카페 더 박스 건대점 레저데이/주말기획전 특가,서울 광진구 광나루로 369,20240131
서울 광진구,48351,★방탈출특가★ 더 박스 : 방탈출 카페- 광진점,서울 광진구 광나루로 369,20240131
서울 광진구,52279,[서울 광진] 더 박스 : 방탈출 카페 야놀자 특가 ★,서울 광진구 광나루로 369,20240131
서울 광진구,52554,[화이트데이특가★] 방탈출카페 더박스 건대점,서울 광진구 광나루로 369,20240131
서울 광진구,53927,★방탈출특가★건대 케이이스케이프,서울 광진구 광나루로14길 8,20240131
서울 광진구,55947,방탈출 특가 [건대점]더박스 방탈출카페,서울 광진구 광나루로 369,20240131
서울 광진구,55958,★방탈출특가★건대 케이이스케이프,서울 광진구 광나루로14길 8,20240131
서울 광진구,56564,[★1+1특가] 방탈출카페 더박스 건대점,서울 광진구 광나루로 369,20240131
서울 광진구,61855,[할로윈특가★] 건대 방탈출카페 더박스 건대점,서울 광진구 광나루로 369,20240131
서울 광진구,62409,[빼빼로위크★] 방탈출카페 더박스 건대점 1+1특가,서울 광진구 광나루로 369,20240131
서울 광진구,64446,[서울 광진] 미스터힐링 건대점,서울 광진구 능동로 111,20240131
서울 광진구,10033966,[서울 광진구] 와우탐험대&스파우트어드벤처,대한민국 서울특별시 광진구 능동로 216,20240131
서울 구로,10028042,[서울 구로] 미스터힐링 구로디지털점,대한민국 서울특별시 구로구 디지털로 300 1256,20240131
서울 구로구,28180,[서울 신도림] 코코몽 녹색놀이터,서울 구로구 구로동 3-25,20240131
서울 구로구,36063,[서울 구로] 낚시구역 낚시카페,서울 구로구 경인로35길 56,20240131
서울 구로구,41697,[서울 구로] 미스터힐링 : 힐링카페,서울 구로구 디지털로 300,20240131
서울 구로구,49993,[서울 신도림] 코코몽 녹색놀이터,서울 구로구 구로동 3-25,20240131
서울 구로구,55384,[전국 27개지점] 플레이타임 키즈카페 (야놀자특가)★,서울 구로구 경인로 662,20240131
서울 구로구,58978,[단독특가★] 전국 플레이타임 키즈카페 다회권,서울 구로구 경인로 662,20240131
서울 구로구,61626,[단독특가★] 전국 플레이타임 키즈카페,서울 구로구 경인로 662,20240131
서울 구로구,62694,[블랙위크★] 전국 플레이타임 키즈카페,서울 구로구 경인로 662,20240131
서울 구로구,64511,[서울 구로] 미스터힐링 : 힐링카페 구로디지털점,서울 구로구 디지털로 300,20240131
서울 금천,10010472,[서울 금천] 금천 쥬라리움 입장권,대한민국 서울특별시 금천구 두산로 71,20240131
서울 금천구,41696,[서울 금천] 미스터힐링 마리오아울렛점,서울 금천구 디지털로 185,20240131
서울 금천구,55641,[서울 금천] 타카 플레이 카페 롯데마트 금천점,서울 금천구 시흥대로 291,20240131
서울 노원,10033090,[서울 노원] 바운스 트램폴린 월계이마트센터/키즈카페(7/21~),대한민국 서울특별시 노원구 마들로3길 15,20240131
서울 노원구,41664,[서울 강북] 미스터힐링 노원/수유점 : 힐링카페,서울 노원구 상계로3길 15,20240131
서울 노원구,42994,[서울 노원] 캠프VR 노원점,서울 노원구 노해로81길 16,20240131
서울 노원구,43005,[서울 노원] 피노파밀리아 테마파크 시즌2,서울 노원구 중계로 131-17,20240131
서울 노원구,43167,[서울 노원] 캠프VR 노원점,서울 노원구 노해로81길 16,20240131
서울 노원구,45282,[서울 노원] 피노파밀리아 테마파크 5월,서울 노원구 중계로 131-17,20240131
서울 노원구,45712,[서울 노원] 피노파밀리아 시즌2,서울 노원구 중계로 131-17,20240131
서울 노원구,48258,[서울 노원] 캠프VR : VR체험,서울 노원구 노해로81길 16,20240131
서울 노원구,48633,[다지점] 캠프VR 이용권 #초특가 # 수능특가,서울 노원구 노해로81길 16,20240131
서울 노원구,48648,[서울 노원] 디보빌리지 노원점,서울 노원구 노해로 507,20240131
서울 노원구,49214,[서울 노원] 피노파밀리아 시즌3,서울 노원구 중계로 131-17,20240131
서울 노원구,49460,[서울 노원] 타요키즈카페 서울중계점,서울 노원구 덕릉로 669,20240131
서울 노원구,50514,[서울 노원] 캠프VR 노원점,서울 노원구 노해로81길 16,20240131
서울 노원구,52351,[서울 노원] 디보빌리지 노원점,서울 노원구 노해로 507,20240131
서울 노원구,55150,[서울 노원] 타카 플레이 카페 롯데마트 중계점,서울 노원구 노원로 330,20240131
서울 노원구,55928,[서울 노원] 피노파밀리아 시즌3,서울 노원구 중계로 131-17,20240131
서울 노원구,57449,[서울 노원] 피노파밀리아 시즌3,서울 노원구 중계로 131-17,20240131
서울 노원구,57482,[중계] 슈퍼윙스 키즈카페 중계점,서울 노원구 노원로 330,20240131
서울 노월,10031708,[서울 노월] 베베쿠아,대한민국 서울특별시 노원구 섬밭로 258,20240131
서울 동대문구,37345,[서울 동대문] 라마다앙코르호텔 옥시젠 산소캡슐방,서울 동대문구 왕산로 22,20240131
서울 동대문구,41831,[서울 청량리] 미스터힐링 : 힐링카페,서울 동대문구 왕산로 214,20240131
서울 동대문구,42875,[서울 동대문] 라마다앙코르호텔 옥시젠 산소캡슐방,서울 동대문구 왕산로 22,20240131
서울 동대문구,49512,[서울 동대문] 타요키즈카페 아트몰링 장안점,서울 동대문구 답십리로 288,20240131
서울 동대문구,49516,[전남 순천] 타요키즈카페방방 순천점,서울 동대문구 답십리로 288,20240131
서울 동대문구,64464,[서울] 미스터힐링 힐링카페 청량리점,서울 동대문구 왕산로 214,20240131
서울 동작구,41832,[서울 동작] 미스터힐링 이수역 / 노량진점 ★황금연휴,서울 동작구 만양로 98,20240131
서울 동작구,48234,[서울 동작] 셜록홈즈 방탈출 노량진점,서울 동작구 만양로 102-2,20240131
서울 동작구,64467,[서울 동작] 미스터힐링 이수역점,서울 동작구 만양로 98,20240131
서울 마포,10035566,[서울 마포] 홍대 반지 카페,대한민국 서울특별시 마포구 서교동 366-13,20240131
서울 마포구,13395,[서울 홍대] 심신프리카페 : 마사지,서울 마포구 어울마당로 100-6,20240131
서울 마포구,32174,[서울 홍대] 홍대 엑스이스케이프 방탈출 전지점(상세정보필참),서울 마포구 와우산로21길 20-5,20240131
서울 마포구,38073,[서울 홍대] ESC : 방탈출카페,서울 마포구 와우산로21길 19-16,20240131
서울 마포구,38212,[서울 홍대] 놀숲 : 만화카페,서울 마포구 양화로16길 29,20240131
서울 마포구,38862,[서울 마포] VR스퀘어 홍대점,서울 마포구 어울마당로 68,20240131
서울 마포구,39968,[서울 마포] 맥스이스케이프 : 방탈출 카페,서울 마포구 와우산로17길 19,20240131
서울 마포구,41727,[서울 마포] 미스터힐링 마포점 / 홍대역점,서울 마포구 와우산로 77,20240131
서울 마포구,41849,[서울 홍대] 놀숲 홍대입구점 주중 이용권,서울 마포구 홍익로 17,20240131
서울 마포구,42398,[서울 마포] 펀펀슬라임 카페 :홍대점,서울 마포구 와우산로23길 9,20240131
서울 마포구,42449,[서울 마포] 심리상담분석카페 카페멘토 : 홍대점,서울 마포구 와우산로21길 31-10,20240131
서울 마포구,44124,[서울 마포] 오픈더도어 : 방탈출 카페,서울 마포구 와우산로19길 9,20240131
서울 마포구,45308,[전국 4개지점] 심신프리카페 5월 반값★핫딜 특가,서울 마포구 어울마당로 100-6,20240131
서울 마포구,46346,[서울 홍대] 브레이크 아웃 이스케이프 방탈출,서울 마포구 와우산로 102,20240131
서울 마포구,46842,[서울 홍대] 엑스 이스케이프 방탈출 1+1 기획전,서울 마포구 홍익로5길 19,20240131
서울 마포구,47103,[서울 마포] VR스퀘어 홍대점,서울 마포구 어울마당로 68,20240131
서울 마포구,47444,[서울 마포] 홍대 VR스퀘어,서울 마포구 어울마당로 68,20240131
서울 마포구,48223,[서울 마포] 셜록홈즈 방탈출 홍대점,서울 마포구 와우산로27길 35,20240131
서울 마포구,51612,[서울 마포] 풋볼 팬타지움,서울 마포구 월드컵로 240,20240131
서울 마포구,52049,"[서울 홍대] 엑스이스케이프 : 방탈출카페 1,000원 선착순특가",서울 마포구 홍익로5길 19,20240131
서울 마포구,52055,[서울 홍대] 엑스이스케이프 방탈출카페_야놀자 특가,서울 마포구 홍익로5길 19,20240131
서울 마포구,52079,[서울 마포] 놀숲 홍대입구점 프리미엄 만화카페 ★누구나특가,서울 마포구 홍익로 17,20240131
서울 마포구,52080,[서울 마포] 놀숲 홍대입구점 ★ 야놀자 천원의 행복!,서울 마포구 홍익로 17,20240131
서울 마포구,52082,[서울 마포] 미스터힐링 홍대역점 야놀자 1+1특가,서울 마포구 홍익로6길 15,20240131
서울 마포구,52305,[서울 마포] 풋볼 팬타지움 3월,서울 마포구 월드컵로 240,20240131
서울 마포구,52555,[화이트데이특가★] 놀숲 플러스 홍대 : 프리미엄 만화카페,서울 마포구 홍익로 17,20240131
서울 마포구,53509,[서울 마포] 풋볼 팬타지움 4월,서울 마포구 월드컵로 240,20240131
서울 마포구,53930,★방탈출특가★ESC : 방탈출카페 - 홍대점,서울 마포구 와우산로21길 19-16,20240131
서울 마포구,53936,★방탈출특가★홍대 브레이크아웃이스케이프 방탈출,서울 마포구 와우산로 102,20240131
서울 마포구,54776,[서울 마포] 홍대VR아케이드,서울 마포구 홍익로3길 20,20240131
서울 마포구,55120,★방탈출특가★ESC : 방탈출카페 - 홍대점,서울 마포구 와우산로21길 19-16,20240131
서울 마포구,55949,☆방탈출 특가 _홍대 엑스이스케이프 방탈출카페,서울 마포구 홍익로5길 19,20240131
서울 마포구,55963,☆방탈출 특가_ 홍대 ESC : 방탈출카페,서울 마포구 와우산로21길 19-16,20240131
서울 마포구,59023,[★특가60분] 홍대 엑스이스케이프 방탈출카페 3개지점,서울 마포구 홍익로5길 19,20240131
서울 마포구,63180,[X-MAS특가★] 엑스이스케이프 방탈출카페,서울 마포구 홍익로5길 19,20240131
서울 마포구,64431,[서울 마포] 미스터힐링 마포점,서울 마포구 도화길 24,20240131
서울 삼성,10007401,[서울 삼성] 코엑스 아쿠아리움 2월 연간이용권,대한민국 서울특별시 강남구 영동대로 513,20240131
서울 상암,10041064,[서울 상암] 멀티버스플래닛 상암 플레이그라운드,대한민국 경기도 고양시 덕양구 향동동 470,20240131
서울 서대문구,41728,[서울 서대문] 미스터힐링 신촌 : 힐링카페,서울 서대문구 신촌로 119,20240131
서울 서대문구,41969,[서울 서대문구] 신촌 더 사뿐 : 커플마사지&아로마테라피,서울 서대문구 명물길 6,20240131
서울 서대문구,42363,[서울 신촌] 방탈출게임 ESC,서울 서대문구 명물길 32,20240131
서울 서대문구,43003,[서울 신촌] 캠프VR 신촌점,서울 서대문구 연세로 36,20240131
서울 서대문구,44764,[서울 서대문] 방탈출카페 넥스트에디션 신촌점,서울 서대문구 연세로12길 27,20240131
서울 서대문구,46841,[서울 서대문] 힐링카페&데이트 미스터힐링 신촌점 야놀자 1+1★,서울 서대문구 신촌로 119,20240131
서울 서대문구,48347,[서울 서대문] 캠프VR : VR체험,서울 서대문구 연세로 36,20240131
서울 서대문구,48911,[서울 서대문] 방탈출카페 넥스트에디션 신촌2호점,서울 서대문구 연세로7안길 20 지하 1층,20240131
서울 서대문구,50503,[서울 서대문] 캠프VR 신촌점,서울 서대문구 연세로 36,20240131
서울 서대문구,64432,[서울 서대문] 힐링카페&데이트 미스터힐링 신촌점,서울 서대문구 신촌로 119,20240131
서울 서초,10010264,[서울 서초] 색놀이터 민트점,대한민국 서울특별시 서초구 명달로9길 6,20240131
서울 서초,10026272,[서울 서초] 바운스 트램폴린 반포센터/키즈카페,대한민국 서울특별시 서초구 고무래로 26,20240131
서울 서초,10028004,[서울 서초] 미스터힐링 교대역점,대한민국 서울특별시 서초구 서초동,20240131
서울 서초,10033069,[서울 서초] 바운스 트램폴린 반포센터/키즈카페(7/21~),대한민국 서울특별시 서초구 고무래로 26,20240131
서울 서초,10037771,[서울 서초] 바운스 트램폴린 반포센터/키즈카페(8/16~),대한민국 서울특별시 서초구 고무래로 26,20240131
서울 서초,10047221,[서울 서초] 바운스 트램폴린 반포센터/키즈카페,대한민국 서울특별시 서초구 고무래로 26,20240131
서울 서초구,32485,[서울 강남] VR존 : 강남점,서울 서초구 서초대로77길 25,20240131
서울 서초구,41834,[서울 서초] 미스터힐링 강남/교대 : 힐링카페,서울 서초구 강남대로65길 10,20240131
서울 서초구,46878,[서울 서초] 슬라임코리아 : 슬라임카페,서울 서초구 방배로42길 61,20240131
서울 서초구,46880,[서울 강남] 방탈출카페 넥스트에디션 강남점,서울 서초구 강남대로79길 59,20240131
서울 서초구,48233,[서울 강남] 셜록홈즈 : 방탈출,서울 서초구 서초대로77길 43,20240131
서울 서초구,52251,[서울] 미스터힐링 강남/신촌 : 힐링카페★선착순특가,서울 서초구 강남대로65길 10,20240131
서울 서초구,52253,[서울] 미스터힐링 강남/신촌 : 힐링카페★누구나특가,서울 서초구 강남대로65길 10,20240131
서울 서초구,53916,★방탈출특가★셜록홈즈 방탈출 강남2호점,서울 서초구 서초대로77길 43,20240131
서울 서초구,60619,[3개지점 특가★]넥스트에디션 방탈출,서울 서초구 강남대로65길 7,20240131
서울 서초구,61856,[할로윈특가★] 넥스트에디션 방탈출 3개지점 특가,서울 서초구 강남대로65길 7,20240131
서울 성동구,39606,[서울 왕십리] 그레이트 피그미풀,서울 성동구 왕십리광장로 17,20240131
서울 성동구,41822,[서울 성동] VR 피그미풀,서울 성동구 왕십리광장로 17,20240131
서울 성동구,42335,"[서울,전주,부산] 야외 방탈출게임_태양단의 비밀",서울 성동구 뚝섬로1나길 5,20240131
서울 성동구,42856,[서울 성동] 딸기가 좋아 _ 한양대점,서울 성동구 왕십리로 241,20240131
서울 성동구,49793,[서울금호점] 리프패럿 앵무새 키즈카페,서울 성동구 금호로 105,20240131
서울 성북구,37154,[서울 성북] 영브이알 : VR체험,서울 성북구 동선동1가 101-2,20240131
서울 성북구,37296,[서울 성북] 아이존팝 : 테마파크 오락실,서울 성북구 동소문로20다길 7,20240131
서울 성북구,41886,[서울 성북] 미스터힐링 : 힐링카페 성신여대점,서울 성북구 보문로34길 59,20240131
서울 송파,10032400,[서울 송파] 프라이빗 실내 배드민턴 레슨 잠실새내점,대한민국 서울특별시 송파구 백제고분로 91,20240131
서울 송파구,32534,[서울 잠실] 레전드 히어로즈 : 테마파크,서울 송파구 올림픽로 300,20240131
서울 송파구,39764,[서울 송파] 캠프VR 잠실새내점,서울 송파구 올림픽로10길 9,20240131
서울 송파구,41444,[서울 송파] 코코몽 키즈랜드 송파점 1월,서울 송파구 문정동 516,20240131
서울 송파구,41883,[서울 송파] 미스터힐링 잠실새내/문정역점 : 힐링카페,서울 송파구 백제고분로7길 25,20240131
서울 송파구,42333,[서울 송파] 코코몽 키즈랜드 송파점,서울 송파구 문정동 516,20240131
서울 송파구,43638,[서울 송파] 샤크 VR : VR카페,서울 송파구 백제고분로7길 31,20240131
서울 송파구,44070,[서울 송파] 코코몽 키즈랜드 송파점 5월,서울 송파구 문정동 516,20240131
서울 송파구,45280,[서울 송파] 코코몽 키즈랜드 송파점 5월,서울 송파구 문정동 516,20240131
서울 송파구,46243,[전국] 코코몽키즈랜드 키즈카페 7월,서울 송파구 충민로 66,20240131
서울 송파구,46403,[서울 잠실] 잠실롯데월드점 콩VR 테마파크,서울 송파구 올림픽로 300,20240131
서울 송파구,46425,[전국지점] 코코몽키즈랜드 키즈카페 이용권 (~8/31),서울 송파구 충민로 66,20240131
서울 송파구,46724,[전국지점] 코코몽키즈랜드 키즈카페 이용권 (~9/30),서울 송파구 충민로 66,20240131
서울 송파구,46892,[전국지점] 코코몽키즈랜드 키즈카페 이용권 (~10/30),서울 송파구 충민로 66,20240131
서울 송파구,48326,[서울 송파] 캠프VR 잠실새내점,서울 송파구 올림픽로10길 9,20240131
서울 송파구,49183,[전국 12개지점] 코코몽키즈랜드: 실내키즈카페,서울 송파구 충민로 66,20240131
서울 송파구,49445,[서울 송파 ] 뽀로로파크 위례신도시점,서울 송파구 위례광장로 188,20240131
서울 송파구,49449,[서울 송파] 뽀로로파크 잠실 롯데월드점,서울 송파구 송파대로 521,20240131
서울 송파구,50252,[전국] 12개점 코코몽키즈랜드 크리스마스 단독특가★,서울 송파구 충민로 66,20240131
서울 송파구,50721,[전국] 12개점 코코몽키즈랜드 키즈카페 1월,서울 송파구 충민로 66,20240131
서울 송파구,51377,[서울 송파] 캠프VR 잠실새내점,서울 송파구 올림픽로10길 9,20240131
서울 송파구,51459,[전국] 12개점 코코몽키즈랜드 키즈카페 3월 이용권★,서울 송파구 충민로 66,20240131
서울 송파구,53575,[전국] 12개점 코코몽키즈랜드 키즈카페 4월 이용권★,서울 송파구 충민로 66,20240131
서울 송파구,55107,[전국] 12개점 코코몽키즈랜드 키즈카페 5월,서울 송파구 충민로 66,20240131
서울 송파구,55979,[서울 잠실] 슈퍼윙스 스포츠파크 롯데 잠실점,서울 송파구 올림픽로 240,20240131
서울 송파구,55981,[전국] 슈퍼윙스 키즈카페 8개지점★,서울 송파구 올림픽로 240,20240131
서울 송파구,56185,[전국] 12개점 코코몽키즈랜드 키즈카페 7월,서울 송파구 충민로 66,20240131
서울 송파구,57494,[전국] 12개점 코코몽키즈랜드 키즈카페 7월,서울 송파구 충민로 66,20240131
서울 송파구,58687,[전국] 12개점 코코몽키즈랜드 키즈카페 8월,서울 송파구 충민로 66,20240131
서울 송파구,59570,[전국] 12개점 코코몽키즈랜드 키즈카페 9월,서울 송파구 충민로 66,20240131
서울 송파구,60050,[서울/부산] 키자니아 어린이 체험테마파크 9월,서울 송파구 올림픽로 240,20240131
서울 송파구,60625,[★추석특가] 키자니아 서울/부산 이용권(9/26~10/11),서울 송파구 올림픽로 240,20240131
서울 송파구,60881,[쿠폰할인★] 키자니아 서울/부산 어린이 체험테마파크 10월,서울 송파구 올림픽로 240,20240131
서울 송파구,61359,[전국] 12개점 코코몽키즈랜드 키즈카페 10월,서울 송파구 충민로 66,20240131
서울 송파구,62130,[특가+추가할인★] 키자니아 어린이 체험테마파크,서울 송파구 올림픽로 240,20240131
서울 송파구,62150,[할인특가★] 키자니아 서울/부산 어린이 체험테마파크 (11/1~11/30),서울 송파구 올림픽로 240,20240131
서울 송파구,62698,[전국] 11개점 코코몽키즈랜드 키즈카페 11월,서울 송파구 충민로 66,20240131
서울 송파구,62888,[블랙위크★] 키자니아 서울/부산 어린이 체험테마파크 (~12/20),서울 송파구 올림픽로 240,20240131
서울 송파구,63206,[전국] 11개점 코코몽키즈랜드 키즈카페 12월,서울 송파구 충민로 66,20240131
서울 송파구,63208,키자니아 서울/부산 어린이 체험테마파크 (12/1~12/31),서울 송파구 올림픽로 240,20240131
서울 송파구,63670,[X-MAS특가★] 키자니아 서울/부산 이용권(~21/01/31),서울 송파구 올림픽로 240,20240131
서울 송파구,64266,키자니아 서울/부산 어린이 체험테마파크 (1/1~1/31),서울 송파구 올림픽로 240,20240131
서울 송파구,64297,[전국] 11개점 코코몽키즈랜드 키즈카페 1월,서울 송파구 충민로 66,20240131
서울 송파구,64482,[★특가] 키자니아 서울/부산 어린이 체험테마파크 (~2/28),서울 송파구 올림픽로 240,20240131
서울 송파구,64505,[서울 송파] 미스터힐링 잠실새내점,서울 송파구 백제고분로7길 25,20240131
서울 송파구,65048,[전국] 11개점 코코몽키즈랜드 키즈카페 2월,서울 송파구 충민로 66,20240131
서울 송파구,65051,키자니아 서울/부산 어린이 체험테마파크 (2/1~2/28),서울 송파구 올림픽로 240,20240131
서울 송파구,65591,[★단독] 키자니아 서울/부산 어린이 체험테마파크 1+1 이용권,서울 송파구 올림픽로 240,20240131
서울 송파구,65690,[★키즈대전] 전국 코코몽키즈랜드 9개점,서울 송파구 충민로 66,20240131
서울 송파구,65722,[전국] 11개점 코코몽키즈랜드 키즈카페 3월,서울 송파구 충민로 66,20240131
서울 송파구,65736,[전국] 히어로보드게임카페 10개점,서울 송파구 올림픽로 240,20240131
서울 송파구,65777,키자니아 서울/부산 어린이 체험테마파크 (3/1~3/31),서울 송파구 올림픽로 240,20240131
서울 송파구,66185,[★1+1특가] 키자니아 서울/부산 어린이 체험테마파크 특가,서울 송파구 올림픽로 240,20240131
서울 송파구,66583,[★특가] 키자니아 서울/부산 어린이 체험테마파크 특가,서울 송파구 올림픽로 240,20240131
서울 송파구,66587,키자니아 서울/부산 어린이 체험테마파크 (4~5월),서울 송파구 올림픽로 240,20240131
서울 송파구,66613,[전국] 11개점 코코몽키즈랜드 키즈카페 4월,서울 송파구 충민로 66,20240131
서울 송파구,67733,[전국] 11개점 코코몽키즈랜드 키즈카페 5월,서울 송파구 충민로 66,20240131
서울 송파구,67780,[★특가] 키자니아 서울/부산 어린이 체험테마파크,서울 송파구 올림픽로 240,20240131
서울 송파구,68250,[★특가] 키자니아 서울/부산 어린이 체험테마파크,서울 송파구 올림픽로 240,20240131
서울 송파구,68437,키자니아 서울/부산 어린이 체험테마파크 (6월),서울 송파구 올림픽로 240,20240131
서울 송파구,68443,[전국] 9개점 코코몽키즈랜드 키즈카페 6월,서울 송파구 충민로 66,20240131
