AREA_NM,EXPRN_GOODS_CD,EXPRN_GOODS_NM,EXPRN_GOODS_ADDR,EXPRN_GOODS_RNEWL_DE
제주특별자치도 서귀포시,38989,[제주 남원] 코코몽에코파크,제주특별자치도 서귀포시 남원읍 남원리 2381,20240131
제주특별자치도 서귀포시,39280,[제주 서귀포] 마린파크 : 돌고래 체험,제주특별자치도 서귀포시 안덕면 화순중앙로 132,20240131
제주특별자치도 서귀포시,39621,[제주] 에코랜드+코코몽 에코파크,제주특별자치도 서귀포시 남원읍 남원리 2381,20240131
제주특별자치도 서귀포시,39810,[제주 서귀포] 조은승마장,제주특별자치도 서귀포시 안덕면 동광로 265-14,20240131
제주특별자치도 서귀포시,42089,[제주 서귀포] 미스터힐링 서귀포중문점,제주특별자치도 서귀포시 중문상로 41-3,20240131
제주특별자치도 서귀포시,42197,[제주 표선] 다이나믹메이즈,제주특별자치도 서귀포시 표선면 번영로 2644,20240131
제주특별자치도 서귀포시,42206,[제주 남원] 코코몽에코파크 + 다이나믹메이즈,제주특별자치도 서귀포시 남원읍 남원리 2381,20240131
제주특별자치도 서귀포시,42214,[제주 남원] 코코몽에코파크 + 로봇스퀘어,제주특별자치도 서귀포시 남원읍 남원리 2381,20240131
제주특별자치도 서귀포시,42220,[제주 남원] 코코몽에코파크 + 메이즈랜드,제주특별자치도 서귀포시 남원읍 남원리 2381,20240131
제주특별자치도 서귀포시,42223,[제주 남원] 코코몽에코파크 + 소인국테마파크,제주특별자치도 서귀포시 남원읍 남원리 2381,20240131
제주특별자치도 서귀포시,44625,[제주 전체] 마린파크 돌핀스토리 + 키즈 BEST 3,제주특별자치도 서귀포시 안덕면 화순중앙로 132,20240131
제주특별자치도 서귀포시,44700,[제주 서귀포] 아로마 제주 : 천연재료 핸드메이드 수공예품,제주특별자치도 서귀포시 효돈순환로 217-3,20240131
제주특별자치도 서귀포시,45769,[제주 서귀포] 세리월드 승마,제주특별자치도 서귀포시 법환상로2번길 97-13,20240131
제주특별자치도 서귀포시,46919,[제주 서귀포] 세리월드 승마/미로공원/카트 PKG,제주특별자치도 서귀포시 법환상로2번길 97-13,20240131
제주특별자치도 서귀포시,46961,[제주 서귀포] 세리월드+서귀포잠수함,제주특별자치도 서귀포시 법환상로2번길 97-13,20240131
제주특별자치도 서귀포시,46962,[제주 서귀포] 세리월드 + 세계자동차&피아노박물관,제주특별자치도 서귀포시 법환상로2번길 97-13,20240131
제주특별자치도 서귀포시,47983,[제주 서귀포] 제주 세리월드 감귤체험,제주특별자치도 서귀포시 법환상로2번길 97-13,20240131
제주특별자치도 서귀포시,49527,[제주 서귀포] 제주 삼다 초콜릿 체험장,제주특별자치도 서귀포시 표선면 표선동서로 31,20240131
제주특별자치도 서귀포시,50764,[제주 서귀포] 제주농원 감귤체험,제주특별자치도 서귀포시 성산읍 서성일로 901,20240131
제주특별자치도 서귀포시,58355,[★제주특가] 서귀포 목장카페드르쿰다,제주특별자치도 서귀포시 표선면 번영로 2454,20240131
제주특별자치도 서귀포시,58693,[제주 중문] 액트몬,제주특별자치도 서귀포시 중문관광로 205,20240131
제주특별자치도 서귀포시,59021,[제주 중문] 액트몬 오픈 특가,제주특별자치도 서귀포시 중문관광로 205,20240131
제주특별자치도 서귀포시,60112,[제주 안덕] 까사보니따 스튜디오,제주특별자치도 서귀포시 안덕면 광평로 34-56,20240131
제주특별자치도 서귀포시,62144,[제주 서귀포] 세리월드 승마,제주특별자치도 서귀포시 법환상로2번길 97-13,20240131
제주특별자치도 서귀포시,62363,[제주 서귀포] 중문승마공원,제주특별자치도 서귀포시 이어도로 244,20240131
제주특별자치도 서귀포시,62367,[제주 서귀포] 조은승마장,제주특별자치도 서귀포시 안덕면 동광로 265-14,20240131
제주특별자치도 서귀포시,62374,[제주 서귀포] 제주아리랑 낙타트래킹,제주특별자치도 서귀포시 표선면 번영로 2564-21,20240131
제주특별자치도 서귀포시,62691,[제주 서귀포] 마린파크 : 돌고래 체험,제주특별자치도 서귀포시 안덕면 화순중앙로 132,20240131
제주특별자치도 서귀포시,63669,[제주 서귀포] 토종 흑염소 목장,제주특별자치도 서귀포시 남원읍 한남리 산 15,20240131
제주특별자치도 서귀포시,64517,[제주 서귀포] 미스터힐링 중문점,제주특별자치도 서귀포시 중문상로 41-3,20240131
제주특별자치도 서귀포시,65216,[제주 서귀포] 마린파크 : 돌고래 체험,제주특별자치도 서귀포시 안덕면 화순중앙로 132 마린파크,20240131
제주특별자치도 서귀포시,65324,[제주 서귀포] 조랑말타운 승마,제주특별자치도 서귀포시 표선면 번영로 2486,20240131
제주특별자치도 서귀포시,66011,[제주 서귀포] 도자기체험카페,제주특별자치도 서귀포시 중산간서로 188,20240131
제주특별자치도 서귀포시,66014,[제주 서귀포] 오늘은 녹차족욕,제주특별자치도 서귀포시 표선면 중산간동로 4772,20240131
제주특별자치도 서귀포시,67246,[제주 서귀포] 중문승마공원,제주특별자치도 서귀포시 이어도로 244,20240131
제주특별자치도 서귀포시,73814,[제주] 곱은달 반지만들기 체험,제주특별자치도 서귀포시 남원읍 태위로171번길 11,20240131
제주특별자치도 서귀포시,74295,[제주] 액트몬 중문점,제주특별자치도 서귀포시 중문관광로 205,20240131
제주특별자치도 서귀포시,78127,[해양관광] 제주 서귀포 야생 돌고래 탐사,제주특별자치도 서귀포시 대정읍 동일하모로98번길 14-32,20240131
제주특별자치도 서귀포시,78288,[제주 서귀포] 세리월드 감귤체험,제주특별자치도 서귀포시 법환상로2번길 97-13,20240131
제주특별자치도 서귀포시,78289,[제주 서귀포] 우리승마장,제주특별자치도 서귀포시 성산읍 중산간동로 4517,20240131
제주특별자치도 서귀포시,78701,[★] 제주 남원 코코몽에코파크,제주특별자치도 서귀포시 남원읍 남원리 2381,20240131
제주특별자치도 서귀포시,80905,[제주 서귀포] 환상의짜장,제주특별자치도 서귀포시 대정읍 마라로 45,20240131
제주특별자치도 서귀포시,80906,[제주 서귀포] 해비치호텔앤리조트 섬모라 중식뷔페,제주특별자치도 서귀포시 표선면 민속해안로 537,20240131
제주특별자치도 서귀포시,80907,[제주 서귀포] 해비치호텔앤리조트 하노루,제주특별자치도 서귀포시 표선면 민속해안로 537,20240131
